0.0;148.0223309;-218.8268829;160.0;4.758408404
1.0;146.895714;-254.0477477;160.0;4.747670539
2.0;139.2707889;-286.7333656;160.0;4.76914627
3.0;139.1776026;-312.2842115;140.9803917;4.76914627
4.0;139.0932566;-348.2923782;135.0999453;4.76914627
5.0;135.5478389;-376.3293758;135.6758583;4.77068025
6.0;133.726015;-405.4239834;145.2834081;4.764544327
7.0;130.5033872;-430.3111719;140.9336274;4.763010346
8.0;117.3236987;-222.688251;140.234822;4.76914627
9.0;114.4295559;-256.4591988;140.3619473;4.76914627
10.0;110.8263516;-284.1385101;140.0860895;4.76914627
11.0;110.148607;-314.475639;140.0960882;4.76914627
12.0;105.4257328;-345.7973023;140.712073;4.8
13.0;103.7947183;-375.9034355;140.1515849;4.8
14.0;100.8938038;-407.7678052;140.5423991;4.8
15.0;99.1641702;-432.7795139;145.2706032;4.8
16.0;74.21181851;-216.7983917;150.0;4.8
17.0;78.19273924;-252.5255232;150.0;4.8
18.0;75.58044727;-280.283696;145.0;4.8
19.0;71.7382699;-314.9420999;145.0;4.8
20.0;73.63149638;-347.8078957;145.0;4.772214231
21.0;70.85255994;-373.3967349;150.0;4.767612289
22.0;63.94588706;-399.15397;150.0;4.766078308
23.0;65.26474731;-427.9339419;158.0;4.77068025
24.0;45.40704224;-214.804113;150.0;4.764544327
25.0;45.28190097;-254.4246549;150.0;4.763010346
26.0;40.81171117;-275.7694696;150.9043302;4.766078308
27.0;40.15276702;-310.3253686;145.4238248;4.764544327
28.0;40.31587305;-339.809285;148.997879;4.764544327
29.0;40.52879988;-375.645888;148.3281879;4.764544327
30.0;34.52751227;-395.9724953;155.0;4.763010346
31.0;32.30708282;-429.5833104;160.0;4.764544327
32.0;5.36361291;-215.2794186;155.0;4.764544327
33.0;4.22757386;-248.7388309;155.0;4.764544327
34.0;3.84009708;-278.7085857;155.0;4.763010346
35.0;2.31666497;-307.5626179;155.0;4.764544327
36.0;1.61221398;-339.5109185;155.0;4.766078308
37.0;-0.5;-368.0521117;155.0;4.764544327
38.0;-1.5;-394.7140311;155.0;4.764544327
39.0;1.53;-422.9747597;165.0;4.763010346
40.0;-34.3172578;-211.3895449;155.0;4.738466654
41.0;-36.5;-237.4173791;155.0;4.741534615
42.0;-35.00087587;-275.318647;155.0;4.741534615
43.0;-30.64736229;-307.2932499;155.0;4.741534615
44.0;-34.68256455;-338.3047891;155.0;4.741534615
45.0;-32.30268331;-364.9364493;155.0;4.741534615
46.0;-32.29916196;-395.1408002;155.0;4.741534615
47.0;-32.39134286;-420.2459484;160.0;4.740000635
48.0;-70.13779337;-204.1062876;159.0;4.76914627
49.0;-70.77634084;-243.8062223;150.0;4.77068025
50.0;-61.64531018;-274.8659963;150.0;4.77068025
51.0;-65.52123143;-304.8787035;150.0;4.773748212
52.0;-65.62760493;-335.1110662;150.0;4.772214231
53.0;-61.80509809;-364.7958219;150.0;4.77068025
54.0;-62.6789732;-395.7918668;155.0;4.77068025
55.0;-61.68590389;-420.7961353;160.0;4.76914627
56.0;-99.34127583;-202.3881226;157.3960932;4.767612289
57.0;-101.06599683;-237.8050186;155.3407799;4.772214231
58.0;-95.97677928;-269.8169295;153.0966781;4.76914627
59.0;-101.8593042;-302.0;143.0941186;4.772214231
60.0;-99.04112734;-327.9870954;159.1072413;4.778350154
61.0;-99.0769554;-364.9434905;147.8413732;4.775282193
62.0;-90.9179093;-395.9434905;153.640465;4.778350154
63.0;-85.3291194;-418.6463341;160.0;4.776816173
64.0;-131.2941036;-195.9317754;157.4761647;4.772214231
65.0;-126.1430492;-231.7483697;164.6605122;4.776816173
66.0;-132.9282043;-269.1150805;144.8560138;4.775282193
67.0;-127.1709127;-305.415058;145.5863491;4.772214231
68.0;-123.9747237;-336.9699941;146.8670029;4.778350154
69.0;-123.1201584;-362.6193549;158.0541359;4.778350154
70.0;-122.198837;-389.0806701;158.0;4.773748212
71.0;-115.1313653;-418.3807194;160.0;4.76914627
72.0;-162.5199898;-184.6567317;172.1600626;4.773748212
73.0;-163.3497712;-230.7835844;154.6832974;4.773748212
74.0;-164.2251746;-263.4061101;145.7096802;4.772214231
75.0;-159.0725985;-297.7059436;150.4751911;4.772214231
76.0;-156.5801648;-332.6222619;150.0;4.773748212
77.0;-160.0543561;-360.9876971;150.0;4.773748212
78.0;-154.1981219;-389.0276777;155.0;4.775282193
79.0;-169.6081017;-409.4701794;152.5683133;4.77068025
