0.0;91.744777;-207.8328634;119.3463807;4.76914627
1.0;96.2012121;-240.7545569;107.9892687;4.764544327
2.0;87.29621072;-271.2159477;96.22745452;4.779884135
3.0;95.19560446;-305.1014178;90.96046544;4.779884135
4.0;93.12257629;-342.8653961;100.8860983;4.779884135
5.0;95.56772072;-372.3814816;95.16079107;4.779884135
6.0;95.17455408;-400.7132163;100.65285392;4.706253057
7.0;95.2154625;-427.3087368;105.02738478;4.706253057
8.0;-190.9031601;-423.4032379;110.09026582;4.77068025
9.0;-225.0034499;-191.1889604;140.5096996;4.764544327
10.0;-53.61603109;-208.6080833;115.9078306;4.772214231
